iter	Passed	Remaining
461	1078	1256
462	1081	1254
463	1084	1252
464	1086	1250
465	1088	1247
466	1091	1245
467	1093	1242
468	1095	1240
469	1098	1238
470	1099	1235
471	1103	1233
472	1104	1230
473	1106	1228
474	1108	1225
475	1110	1222
476	1113	1220
477	1115	1218
478	1118	1216
479	1120	1213
480	1121	1209
481	1123	1207
482	1125	1204
483	1127	1201
484	1131	1201
485	1132	1197
486	1134	1194
487	1137	1193
488	1141	1192
489	1143	1189
490	1145	1187
491	1147	1184
492	1149	1182
493	1152	1180
494	1154	1177
495	1157	1176
496	1160	1174
497	1160	1170
498	1162	1167
499	1163	1163
500	1164	1160
501	1167	1157
502	1170	1156
503	1173	1155
504	1175	1152
505	1176	1148
506	1178	1146
507	1180	1142
508	1182	1140
509	1185	1139
510	1188	1137
511	1189	1133
512	1191	1130
513	1193	1128
514	1195	1126
515	1198	1123
516	1200	1121
517	1203	1119
518	1206	1117
519	1208	1115
520	1209	1112
521	1212	1110
522	1214	1108
523	1218	1106
524	1219	1103
525	1222	1101
526	1223	1098
527	1225	1095
528	1227	1092
529	1229	1090
530	1233	1089
531	1236	1087
532	1237	1084
533	1239	1081
534	1241	1079
535	1244	1077
536	1247	1075
537	1248	1072
538	1250	1069
539	1251	1066
540	1254	1064
541	1255	1061
542	1257	1058
543	1258	1055
544	1261	1053
545	1263	1050
546	1265	1047
547	1266	1044
548	1267	1041
549	1268	1038
550	1269	1034
551	1271	1031
552	1272	1028
553	1274	1026
554	1276	1023
555	1279	1021
556	1282	1019
557	1283	1017
558	1285	1014
559	1287	1011
560	1288	1007
561	1289	1005
562	1291	1002
563	1294	1000
564	1297	998
565	1300	996
566	1301	994
567	1303	991
568	1304	988
569	1306	985
570	1308	983
571	1311	981
572	1313	979
573	1316	976
574	1316	973
575	1318	970
576	1319	967
577	1321	964
578	1323	962
579	1327	960
580	1329	959
581	1332	957
582	1334	954
583	1335	951
584	1337	948
585	1340	947
586	1342	944
587	1345	942
588	1347	940
589	1350	938
590	1352	935
591	1354	933
592	1357	931
593	1359	929
594	1361	926
595	1363	924
596	1365	921
597	1367	919
598	1369	916
599	1371	914
600	1374	912
601	1376	910
602	1377	906
603	1378	904
604	1381	901
605	1383	899
606	1385	897
607	1387	894
608	1389	892
609	1392	890
610	1395	888
611	1397	885
612	1398	883
613	1400	880
614	1402	877
615	1404	875
616	1405	872
617	1407	869
618	1409	867
619	1411	865
620	1412	862
621	1413	858
622	1415	856
623	1417	853
624	1418	851
625	1420	848
626	1422	846
627	1424	844
628	1426	841
629	1428	838
630	1430	836
631	1432	834
632	1435	832
633	1438	830
634	1442	829
635	1444	827
636	1448	825
637	1449	822
638	1452	820
639	1455	818
640	1458	816
641	1461	814
642	1464	812
643	1466	810
644	1469	808
645	1472	806
646	1474	804
647	1477	802
648	1480	800
649	1482	798
650	1485	796
651	1488	794
652	1490	792
653	1493	790
654	1494	787
655	1496	784
656	1498	782
657	1499	779
658	1501	776
659	1502	774
660	1504	771
661	1505	768
662	1507	766
663	1509	764
664	1511	761
665	1513	759
666	1516	757
667	1518	754
668	1520	752
669	1521	749
670	1523	746
671	1526	744
672	1528	742
673	1530	740
674	1533	738
675	1535	735
676	1536	732
677	1538	730
678	1541	728
679	1543	726
680	1545	723
681	1548	721
682	1549	719
683	1551	716
684	1553	714
685	1555	712
686	1556	709
687	1558	706
688	1559	703
689	1560	701
690	1562	698
691	1563	696
692	1564	693
693	1566	690
694	1567	687
695	1569	685
696	1572	683
697	1573	680
698	1575	678
699	1577	675
700	1580	674
701	1581	671
702	1584	669
703	1585	666
704	1587	664
705	1589	661
706	1592	659
707	1595	658
708	1596	655
709	1599	653
710	1601	650
711	1602	648
712	1605	646
713	1607	643
714	1608	641
715	1610	638
716	1612	636
717	1614	634
718	1616	631
719	1618	629
720	1620	627
721	1621	624
722	1624	622
723	1625	619
724	1626	617
725	1628	614
726	1630	612
727	1632	609
728	1634	607
729	1636	605
730	1640	603
731	1643	601
732	1646	599
733	1649	597
734	1651	595
735	1653	592
736	1655	590
737	1657	588
738	1658	585
739	1660	583
740	1663	581
741	1666	579
742	1669	577
743	1670	574
744	1672	572
745	1675	570
746	1677	568
747	1678	565
748	1680	563
749	1682	560
750	1684	558
751	1686	556
752	1688	553
753	1689	551
754	1691	548
755	1694	546
756	1696	544
757	1698	542
758	1701	540
759	1704	538
760	1706	536
761	1709	533
762	1711	531
763	1714	529
764	1717	527
765	1721	525
766	1724	523
767	1727	521
768	1729	519
769	1731	517
770	1733	514
771	1735	512
772	1738	510
773	1740	508
774	1742	505
775	1743	503
776	1744	500
777	1746	498
778	1748	496
779	1749	493
780	1751	491
781	1752	488
782	1753	485
783	1755	483
784	1757	481
785	1759	479
786	1761	476
787	1762	474
788	1764	471
789	1765	469
790	1767	467
791	1769	464
792	1771	462
793	1773	460
794	1776	458
795	1778	455
796	1779	453
797	1781	451
798	1782	448
799	1784	446
800	1786	443
801	1787	441
802	1789	439
803	1791	436
804	1793	434
805	1794	432
806	1796	429
807	1798	427
808	1799	424
809	1801	422
810	1803	420
811	1804	417
812	1805	415
813	1807	412
814	1808	410
815	1811	408
816	1812	405
817	1813	403
818	1815	401
819	1816	398
820	1818	396
821	1820	394
822	1821	391
823	1823	389
824	1825	387
825	1826	384
826	1828	382
827	1829	380
828	1831	377
829	1833	375
830	1835	373
831	1837	371
832	1838	368
833	1840	366
834	1841	363
835	1843	361
836	1845	359
837	1847	357
838	1848	354
839	1851	352
840	1853	350
841	1854	348
842	1855	345
843	1858	343
844	1860	341
845	1862	338
846	1864	336
847	1867	334
848	1869	332
849	1871	330
850	1872	327
851	1875	325
852	1876	323
853	1878	321
854	1880	318
855	1883	316
856	1885	314
857	1887	312
858	1889	310
859	1892	308
860	1895	305
861	1898	303
862	1901	301
863	1904	299
864	1905	297
865	1907	295
866	1909	292
867	1910	290
868	1912	288
869	1913	285
870	1916	283
871	1918	281
872	1919	279
873	1921	277
874	1923	274
875	1925	272
876	1927	270
877	1930	268
878	1932	266
879	1934	263
880	1936	261
881	1938	259
882	1940	257
883	1942	254
884	1945	252
885	1949	250
886	1950	248
887	1953	246
888	1956	244
889	1959	242
890	1961	239
891	1964	237
892	1965	235
893	1968	233
894	1969	231
895	1971	228
896	1973	226
897	1976	224
898	1978	222
899	1980	220
900	1982	217
901	1984	215
902	1986	213
903	1988	211
904	1991	209
905	1993	206
906	1995	204
907	1997	202
908	1998	200
909	2000	197
910	2002	195
911	2004	193
912	2007	191
913	2008	189
914	2010	186
915	2012	184
916	2014	182
917	2016	180
918	2018	177
919	2020	175
920	2022	173
921	2023	171
922	2025	168
923	2027	166
924	2030	164
925	2031	162
926	2034	160
927	2036	157
928	2039	155
929	2040	153
930	2042	151
931	2044	149
932	2046	146
933	2047	144
934	2050	142
935	2052	140
936	2055	138
937	2057	135
938	2059	133
939	2062	131
940	2065	129
941	2067	127
942	2069	125
943	2073	122
944	2076	120
945	2079	118
946	2081	116
947	2083	114
948	2086	112
949	2088	109
950	2090	107
951	2093	105
952	2095	103
953	2097	101
954	2099	98
955	2101	96
956	2102	94
957	2104	92
958	2106	90
959	2108	87
960	2110	85
961	2112	83
962	2113	81
963	2115	78
964	2118	76
965	2121	74
966	2124	72
967	2126	70
968	2128	68
969	2129	65
970	2132	63
971	2135	61
972	2138	59
973	2140	57
974	2142	54
975	2145	52
976	2145	50
977	2149	48
978	2151	46
979	2154	43
980	2157	41
981	2161	39
982	2163	37
983	2166	35
984	2168	33
985	2171	30
986	2175	28
987	2178	26
988	2181	24
989	2184	22
990	2188	19
991	2191	17
992	2194	15
993	2197	13
994	2200	11
995	2203	8
996	2206	6
997	2209	4
998	2212	2
999	2216	0
